,Domain,Division,Class,Order,Family,Genus,Cell shape,Cell motility,Sampling ocean,Sampling regional sea,Sampling country,Sampling ecosystem,Isolation by,Sampling by,Deposit to rcc by,RCC medium,RCC temperature,RCC transfer period weeks,RCC light,Remark,Sampling date,Clonal,Axenic,Pure,Heterotrophic,Toxic,Symbiotic,Transformed,STRAIN ID,Latitude,Longitude,Sampling site,Sampling station,Isolation method,Identification method,Isolation medium,Purification by,Purification method,Sampling depth (m),Contaminant type,Sampling cruise,Sampling temperature,Identification by,Cell assemblage,Date entered catalog,Host type,Host genus,Sampling substrate,Isolation growth temperature,Clade,Deposit to RCC date,Sampling water type
RCC5137,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,H. A. Ramírez,P. Von Dassow,K/2-I,15.00,12.00,25,,"Monday, November 23, 2015",Yes,No,Yes,No,No,No,No,RCC5137,-30.15,-71.97,,LV,Single cell sorting of calcified cells (depolarize scatter light),scanning electron microscopy,,,,0,,LowpHox 1,,,solitary,,,,,,,,
RCC5138,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,H. A. Ramírez,P. Von Dassow,K/2-I,15.00,12.00,25,,"Monday, November 23, 2015",Yes,No,Yes,No,No,No,No,RCC5138,-30.15,-71.97,,LV,Single cell sorting of calcified cells (depolarize scatter light),scanning electron microscopy,,,,0,,LowpHox 1,,,solitary,,,,,,,,
RCC5139,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,H. A. Ramírez,P. Von Dassow,K/2-I,15.00,12.00,25,,"Monday, November 23, 2015",Yes,No,Yes,No,No,No,No,RCC5139,-30.15,-71.97,,LV,Single cell sorting of calcified cells (depolarize scatter light),scanning electron microscopy,,,,0,,LowpHox 1,,,solitary,,,,,,,,
RCC5140,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,H. A. Ramírez,P. Von Dassow,K/2-I,15.00,12.00,25,,"Monday, November 23, 2015",Yes,No,Yes,No,No,No,No,RCC5140,-30.15,-71.97,,LV,Single cell sorting of calcified cells (depolarize scatter light),scanning electron microscopy,,,,0,,LowpHox 1,,,solitary,,,,,,,,
RCC5142,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,H. A. Ramírez,P. Von Dassow,K/2-I,15.00,12.00,25,,"Monday, November 23, 2015",Yes,No,Yes,No,No,No,No,RCC5142,-30.15,-71.97,,LV,Single cell sorting of calcified cells (depolarize scatter light),scanning electron microscopy,,,,0,,LowpHox 1,,,solitary,,,,,,,,
RCC5143,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,H. A. Ramírez,P. Von Dassow,K/2-I,15.00,12.00,25,,"Monday, November 23, 2015",Yes,No,Yes,No,No,No,No,RCC5143,-30.15,-71.97,,LV,Single cell sorting of calcified cells (depolarize scatter light),scanning electron microscopy,,,,0,,LowpHox 1,,,solitary,,,,,,,,
RCC5144,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,H. A. Ramírez,P. Von Dassow,K/2-I,15.00,12.00,25,,"Monday, November 23, 2015",Yes,No,Yes,No,No,No,No,RCC5144,-30.15,-71.97,,LV,Single cell sorting of calcified cells (depolarize scatter light),scanning electron microscopy,,,,0,,LowpHox 1,,,solitary,,,,,,,,
RCC5145,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,H. A. Ramírez,P. Von Dassow,K/2-I,15.00,12.00,25,,"Monday, November 23, 2015",Yes,No,Yes,No,No,No,No,RCC5145,-30.15,-71.97,,LV,Single cell sorting of calcified cells (depolarize scatter light),scanning electron microscopy,,,,0,,LowpHox 1,,,solitary,,,,,,,,
RCC5147,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,H. A. Ramírez,P. Von Dassow,K/2-I,15.00,12.00,25,,"Monday, November 23, 2015",Yes,No,Yes,No,No,No,No,RCC5147,-30.15,-71.97,,LV,Single cell sorting of calcified cells (depolarize scatter light),scanning electron microscopy,,,,0,,LowpHox 1,,,solitary,,,,,,,,
RCC5652,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Pacific Ocean,Campbell Plateau,International waters,pelagic,P. Gourvil,Gutierrez A.,,L1,12.00,,,,"Thursday, March 23, 2017",No,No,,No,No,,,RCC5652,-54.25,176.82,,,single cell sorting,sequence,L1,,,5,,TAN1702-Campbell Plateau,,,solitary,,,,water,,,,marine
RCC5653,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Pacific Ocean,Campbell Plateau,New Zealand,pelagic,P. Gourvil,A.Gutierrez,,L1,12.00,,,,"Tuesday, March 28, 2017",No,No,,No,No,,,RCC5653,-51.53,167.48,,,single cell sorting,sequence,L1,,,10,,TAN1702-Campbell Plateau,,,solitary,,,,water,,,,marine
RCC5654,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Pacific Ocean,Campbell Plateau,New Zealand,pelagic,P. Gourvil,A.Gutierrez,,L1,12.00,,,,"Tuesday, March 28, 2017",No,No,,No,No,,,RCC5654,-51.53,167.48,,,single cell sorting,sequence,L1,,,10,,TAN1702-Campbell Plateau,,,solitary,,,,water,,,,marine
RCC5656,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Pacific Ocean,Campbell Plateau,New Zealand,pelagic,P. Gourvil,A.Gutierrez,,L1,12.00,,,,"Thursday, March 23, 2017",No,No,,No,No,,,RCC5656,-54.25,167.82,,,single cell sorting,sequence,L1,,,10,,TAN1702-Campbell Plateau,,,solitary,,,,water,,,,marine
RCC5663,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,Campbell Plateau,New Zealand,pelagic,P. Gourvil,A.Gutierrez,,L1,12.00,,,,"Tuesday, March 28, 2017",No,No,,No,No,,,RCC5663,-51.53,167.48,,,single cell sorting,sequence,L1,,,75,,TAN1702-Campbell Plateau,,,solitary,,,,water,,,,marine
RCC5689,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Pacific Ocean,Campbell Plateau,New Zealand,pelagic,P. Gourvil,A.Gutierrez,,L1,12.00,,,,"Wednesday, March 29, 2017",No,No,,No,No,,,RCC5689,-51.63,171.1,,,pipetting,sequence,L1,,,5,,TAN1702-Campbell Plateau,,,solitary,,,,water,,,,marine
RCC5690,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Pacific Ocean,Campbell Plateau,New Zealand,pelagic,P. Gourvil,A.Gutierrez,,L1,12.00,,,,"Wednesday, March 29, 2017",No,No,,No,No,,,RCC5690,-51.63,171.1,,,pipetting,sequence,L1,,,75,,TAN1702-Campbell Plateau,,,solitary,,,,water,,,,marine
RCC5719,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Pacific Ocean,Campbell Plateau,International waters,pelagic,P. Gourvil,Gutierrez A.,,L1,12.00,,,,"Wednesday, March 22, 2017",No,No,,No,No,,,RCC5719,-53.53,175.65,,,single cell sorting,sequence,L1,,,75,,TAN1702-Campbell Plateau,,,,,,,water,,,,marine
RCC5721,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Pacific Ocean,Campbell Plateau,International waters,pelagic,P. Gourvil,Gutierrez A.,,L1,12.00,,,,"Wednesday, March 22, 2017",No,No,,No,No,,,RCC5721,-53.53,175.65,,,single cell sorting,sequence,L1,,,5,,TAN1702-Campbell Plateau,,,,,,,water,,,,marine
RCC5723,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Pacific Ocean,Campbell Plateau,New Zealand,pelagic,P. Gourvil,A.Gutierrez,,L1,12.00,,,,"Tuesday, March 21, 2017",No,No,,No,No,,,RCC5723,-52.63,174.55,,,single cell sorting,sequence,L1,,,5,,TAN1702-Campbell Plateau,,,,,,,water,,,,marine
RCC6052,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,round,flagellated and non-motile,Atlantic Ocean,English Channel,France,coastal,F.Le Gall/ P.Gourvil,Fabienne Jalabert,F.Le Gall/ P.Gourvil,K,15.00,3.00,100,,"Tuesday, October 30, 2018",No,No,Yes,No,,No,,RCC6052,48.75,-3.95,Britanny coast,Roscoff Astan,pipetting,sequence,K,,,0,,,,P.Gourvil,solitary,,,,water,,,,marine
RCC6053,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,rectangular,flagellated and non-motile,Atlantic Ocean,English Channel,France,coastal,F.Le Gall/ P.Gourvil,Fabienne Jalabert,F.Le Gall/ P.Gourvil,K,15.00,3.00,100,,"Tuesday, October 30, 2018",No,No,Yes,No,,No,,RCC6053,48.75,-3.95,Britanny coast,Roscoff Astan,pipetting,sequence,K,,,0,,,,P.Gourvil,solitary,,,,water,,,,marine
RCC6071,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,round,flagellated and non-motile,Southern Ocean,Ross Sea,,pelagic,P.Gourvil,A. Gutierrez-Rodriguez,P.Gourvil,K/2,4.00,5.00,,,"Thursday, March 8, 2018",No,No,Yes,No,,No,,RCC6071,-63.68,176.12,,228,Flow cytometry sorting,sequence,K/2,,,10,,TAN1802,,P.Gourvil,solitary,,,,water,,,,marine
RCC6133,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,round,flagellated and non-motile,Pacific Ocean,South Pacific,New Zeland,pelagic,P.Gourvil,A. Lopes Dos Santos,P.Gourvil,L1,13.00,3.00,100,,"Saturday, November 10, 2018",No,No,Yes,No,,No,,RCC6133,-42.77,178.33,Chatham Rise,227,pipetting,sequence,L1,,,40,,TAN1810-Chatham Rise,,P.Gourvil,solitary,,,,water,,,,marine
RCC6235,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Atlantic Ocean,English Channel,France,,I. Probert,,,K/2,,,,,"Wednesday, July 23, 2014",Yes,No,Yes,No,No,,No,RCC6235,48.75,-3.95,Brittany coast,SOMLIT-Astan,Micropipette (1 cell),,K/2,,,2,,SOMLIT,,I. Probert,,,,,,,,,marine
RCC6240,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Mediterranean Sea,East Mediterranean Sea,Greece,,Probert I,Probert I,,K/2,20.00,12.00,25,,"Wednesday, October 15, 2014",Yes,No,Yes,No,No,,No,RCC6240,35.37,25.23,Crete,,Micropipette (1 cell),,K/2,,,5,,INA14,,I. Probert,,,,,,,,,marine
RCC6241,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Mediterranean Sea,East Mediterranean Sea,Greece,,Probert I,Probert I,,K/2,20.00,12.00,25,,"Wednesday, October 15, 2014",Yes,No,Yes,No,No,,No,RCC6241,35.37,25.23,Crete,,Micropipette (1 cell),,K/2,,,5,,INA14,,I. Probert,,,,,,,,,marine
RCC6242,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Mediterranean Sea,East Mediterranean Sea,Greece,,Probert I,Probert I,,K/2,20.00,12.00,25,,"Wednesday, October 15, 2014",Yes,No,Yes,No,No,,No,RCC6242,35.37,25.23,Crete,,Micropipette (1 cell),,K/2,,,5,,INA14,,I. Probert,,,,,,,,,marine
RCC6243,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Mediterranean Sea,East Mediterranean Sea,Greece,,Probert I,Probert I,,K/2,20.00,12.00,25,,"Wednesday, October 15, 2014",Yes,No,Yes,No,No,,No,RCC6243,35.37,25.23,Crete,,Micropipette (1 cell),,K/2,,,5,,INA14,,I. Probert,,,,,,,,,marine
RCC6244,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Mediterranean Sea,East Mediterranean Sea,Greece,,Probert I,Probert I,,K/2,20.00,12.00,25,,"Wednesday, October 15, 2014",Yes,No,Yes,No,No,,No,RCC6244,35.37,25.23,Crete,,Micropipette (1 cell),,K/2,,,5,,INA14,,I. Probert,,,,,,,,,marine
RCC6245,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Mediterranean Sea,East Mediterranean Sea,Greece,,Probert I,Probert I,,K/2,20.00,12.00,25,,"Wednesday, October 15, 2014",Yes,No,Yes,No,No,,No,RCC6245,35.37,25.23,Crete,,Micropipette (1 cell),,K/2,,,5,,INA14,,I. Probert,,,,,,,,,marine
RCC6248,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Mediterranean Sea,East Mediterranean Sea,Greece,,Probert I,Probert I,,K/2,20.00,12.00,25,,"Wednesday, October 15, 2014",Yes,No,Yes,No,No,,No,RCC6248,35.37,25.23,Crete,,Micropipette (1 cell),,K/2,,,5,,INA14,,I. Probert,,,,,,,,,marine
RCC6249,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Mediterranean Sea,East Mediterranean Sea,Greece,,Probert I,Probert I,,K/2,20.00,12.00,25,,"Wednesday, October 15, 2014",Yes,No,Yes,No,No,,No,RCC6249,35.37,25.23,Crete,,Micropipette (1 cell),,K/2,,,5,,INA14,,I. Probert,,,,,,,,,marine
RCC6253,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6253,18.11,-75.26,,1,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6254,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6254,18.11,-75.26,,1,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6256,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6256,18.57,-74.57,,2,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6259,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6259,18.57,-74.57,,2,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6272,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6272,18.11,-75.26,,1,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6273,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6273,18.11,-75.26,,1,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6276,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6276,18.11,-75.26,,1,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6277,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6277,18.11,-75.26,,1,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6278,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6278,18.11,-75.26,,1,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6286,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6286,18.57,-74.57,,2,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6289,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6289,19.98,-72.51,,4bis,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6290,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6290,19.98,-72.51,,4bis,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6291,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6291,19.98,-72.51,,4bis,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6293,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6293,18.57,-74.57,,2,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6300,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6300,18.57,-74.57,,2,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6301,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Puerto Rico,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6301,17.67,-66.6,,8,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6302,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Puerto Rico,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6302,17.51,-66.03,,9,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6303,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6303,19.93,-72.21,,5,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6304,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6304,18.57,-74.57,,2,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6307,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6307,14.92,-76.89,,F6,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6308,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6308,18.11,-75.26,,1,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6309,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Atlantic Ocean,Caribbean Sea,Haiti,,Probert I,Probert I,,,,,,,,Yes,No,Yes,No,No,,No,RCC6309,18.11,-75.26,,1,,,,,,,,CaraCalhis-15,,I. Probert,,"Thursday, June 27, 2019",,,,,,,marine
RCC6325,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Pacific Ocean,South Pacific,,pelagic,,,Schroeder D.,K/2,17.00,16.00,25,,,No,No,Yes,No,No,,No,RCC6325,-2.67,-82.72,,,,,,,,,,,,I. Probert,,,,,,,,,marine
RCC6326,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Pacific Ocean,South Pacific,,pelagic,,,Bidle K.,K/2,17.00,16.00,25,,,No,No,Yes,No,No,,No,RCC6326,-2.67,-82.72,,,,,,,,,,,,I. Probert,,,,,,,,,marine
RCC6353,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,16.00,25,,,Yes,No,Yes,No,No,,No,RCC6353,,,,,FCM sorting (I cell),,,,,,,,,P. von Dassow,,,,,,,,,marine
RCC6354,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,16.00,25,,,Yes,No,Yes,No,No,,No,RCC6354,,,,,FCM sorting (I cell),,,,,,,,,P. von Dassow,,,,,,,,,marine
RCC6355,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,16.00,25,,,Yes,No,Yes,No,No,,No,RCC6355,,,,,FCM sorting (I cell),,,,,,,,,P. von Dassow,,,,,,,,,marine
RCC6371,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Atlantic Ocean,North Atlantic,Spain,pelagic,K.T. Lohbeck,L.T. Bach,,,15.00,2.00,150,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,,No,RCC6371,27.98,-15.37,Gran Canaria coastal waters,,Micropipetting,,sterile-filtered natural seawater,,,1,,,19.00,K.T. Lohbeck,solitary,,,,,,,,marine
RCC6372,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Atlantic Ocean,North Atlantic,Spain,pelagic,L. Listmann,L. Listmann,,,15.00,2.00,150,,"Tuesday, February 10, 2015",Yes,No,Yes,No,No,,No,RCC6372,27.98,-15.37,Gran Canaria coastal waters,,Micropipetting,,sterile-filtered natural seawater,,,1,,,19.00,L. Listmann,solitary,,,,,,,,marine
RCC6373,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Atlantic Ocean,North Atlantic,Spain,pelagic,L. Listmann,L. Listmann,,,15.00,2.00,150,,"Tuesday, February 10, 2015",Yes,No,Yes,No,No,,No,RCC6373,27.98,-15.37,Gran Canaria coastal waters,,Micropipetting,,sterile-filtered natural seawater,,,1,,,19.00,L. Listmann,solitary,,,,,,,,marine
RCC6374,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Atlantic Ocean,North Atlantic,Spain,pelagic,K.T. Lohbeck,L.T. Bach,,,15.00,2.00,150,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,,No,RCC6374,27.98,-15.37,Gran Canaria coastal waters,,Micropipetting,,sterile-filtered natural seawater,,,1,,,19.00,K.T. Lohbeck,solitary,,,,,,,,marine
RCC6375,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Atlantic Ocean,North Atlantic,Spain,pelagic,K.T. Lohbeck,L.T. Bach,,,15.00,2.00,150,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,,No,RCC6375,27.98,-15.37,Gran Canaria coastal waters,,Micropipetting,,sterile-filtered natural seawater,,,1,,,19.00,K.T. Lohbeck,solitary,,,,,,,,marine
RCC6376,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,,Atlantic Ocean,North Atlantic,Spain,pelagic,K.T. Lohbeck,L.T. Bach,,,15.00,2.00,150,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,,No,RCC6376,27.98,-15.37,Gran Canaria coastal waters,,Micropipetting,,sterile-filtered natural seawater,,,1,,,19.00,K.T. Lohbeck,solitary,,,,,,,,marine
